population,road,year,nl_med,fl_area,x,constituency_fe,nev_group,nev_group2,treat
10061.704,1,2009,10.313162,,0,1026,0,,0
10061.704,1,2010,8.8412695,,0,1026,0,,0
10061.704,1,2011,9.0417442,,0,1026,0,,0
10061.704,1,2012,9.9070463,0,0,1026,0,,0
10061.704,1,2013,8.9499998,0,0,1026,0,,0
5112.6816,1,2009,10.235119,,0,1027,0,,0
5112.6816,1,2010,8.2301588,,0,1027,0,,0
5112.6816,1,2011,8.7459297,,0,1027,0,,0
5112.6816,1,2012,9.3414021,0,0,1027,0,,0
5112.6816,1,2013,8.3999996,0,0,1027,0,,0
4085.3552,.92105263,2009,6.767725,,0,1028,0,,0
4085.3552,.92105263,2010,5.6339946,,0,1028,0,,0
4085.3552,.92105263,2011,5.8103809,,0,1028,0,,0
4085.3552,.92105263,2012,6.4353175,0,0,1028,0,,0
4085.3552,.92105263,2013,5.6999998,0,0,1028,0,,0
7613.9048,.97560978,2009,8.9419308,,0,1029,0,,0
7613.9048,.97560978,2010,7.2715607,,0,1029,0,,0
7613.9048,.97560978,2011,7.4329486,,0,1029,0,,0
7613.9048,.97560978,2012,8.4359303,0,0,1029,0,,0
7613.9048,.97560978,2013,7.3000002,0,0,1029,0,,0
6319.6328,.95918369,2009,5.5066137,,0,1030,0,,0
6319.6328,.95918369,2010,4.9780426,,0,1030,0,,0
6319.6328,.95918369,2011,5.4755893,,0,1030,0,,0
6319.6328,.95918369,2012,6.1339226,0,0,1030,0,,0
6319.6328,.95918369,2013,5.0999999,0,0,1030,0,,0
3044.7241,.77011496,2009,4.9617062,,0,1031,0,,0
3044.7241,.77011496,2010,4.3289561,,0,1031,0,,0
3044.7241,.77011496,2011,4.3273149,,0,1031,0,,0
3044.7241,.77011496,2012,4.9345236,0,0,1031,0,,0
3044.7241,.77011496,2013,3.8888888,0,0,1031,0,,0
2412.4824,.95614034,2009,6.4532466,,0,1032,2012,2012,1
2412.4824,.95614034,2010,5.1426587,,0,1032,2012,2012,1
2412.4824,.95614034,2011,5.2962961,,0,1032,2012,2012,1
2412.4824,.95614034,2012,5.9702382,.02,.02,1032,2012,2012,1
2412.4824,.95614034,2013,5,.0099999998,.0099999998,1032,2012,2012,1
5070.9121,1,2009,8.8931875,,0,1033,2012,2012,1
5070.9121,1,2010,7.6683202,,0,1033,2012,2012,1
5070.9121,1,2011,7.5074072,,0,1033,2012,2012,1
5070.9121,1,2012,8.5247469,11.77,11.77,1033,2012,2012,1
5070.9121,1,2013,8,13.52,13.52,1033,2012,2012,1
4254.1001,.97142857,2009,8.6122684,,0,1034,2012,2012,1
4254.1001,.97142857,2010,7.3055553,,0,1034,2012,2012,1
4254.1001,.97142857,2011,7.652513,,0,1034,2012,2012,1
4254.1001,.97142857,2012,8.3428268,3.8800001,3.8800001,1034,2012,2012,1
4254.1001,.97142857,2013,7.4000001,1.14,1.14,1034,2012,2012,1
41340.832,1,2009,9.488657,,0,1035,2012,2012,1
41340.832,1,2010,9.6863756,,0,1035,2012,2012,1
41340.832,1,2011,11.548115,,0,1035,2012,2012,1
41340.832,1,2012,13.782408,10.26,10.26,1035,2012,2012,1
41340.832,1,2013,14.583334,20.879999,20.879999,1035,2012,2012,1
3209.52,1,2009,10.087963,,0,1036,2012,2012,1
3209.52,1,2010,8.2384262,,0,1036,2012,2012,1
3209.52,1,2011,8.1690474,,0,1036,2012,2012,1
3209.52,1,2012,9.4546299,19.58,19.58,1036,2012,2012,1
3209.52,1,2013,8.333333,2.5599999,2.5599999,1036,2012,2012,1
15020.409,1,2009,9.7754631,,0,1037,2012,2012,1
15020.409,1,2010,8.6740742,,0,1037,2012,2012,1
15020.409,1,2011,8.6920633,,0,1037,2012,2012,1
15020.409,1,2012,10.009596,25.33,25.33,1037,2012,2012,1
15020.409,1,2013,9.625,10.49,10.49,1037,2012,2012,1
3231.1978,.91764706,2009,7.3691077,,0,1038,2012,2012,1
3231.1978,.91764706,2010,5.9009256,,0,1038,2012,2012,1
3231.1978,.91764706,2011,6.0983467,,0,1038,2012,2012,1
3231.1978,.91764706,2012,7.0981483,2.0999999,2.0999999,1038,2012,2012,1
3231.1978,.91764706,2013,5.8000002,1.03,1.03,1038,2012,2012,1
2815.8982,.87850469,2009,7.5559525,,0,1039,2012,2012,1
2815.8982,.87850469,2010,6.279233,,0,1039,2012,2012,1
2815.8982,.87850469,2011,6.2699075,,0,1039,2012,2012,1
2815.8982,.87850469,2012,7.4291668,4.9899998,4.9899998,1039,2012,2012,1
2815.8982,.87850469,2013,6.1111112,3.1099999,3.1099999,1039,2012,2012,1
2481.053,.8125,2009,5.9986773,,0,1040,2012,2012,1
2481.053,.8125,2010,4.9928451,,0,1040,2012,2012,1
2481.053,.8125,2011,5.1449075,,0,1040,2012,2012,1
2481.053,.8125,2012,5.8132033,.029999999,.029999999,1040,2012,2012,1
2481.053,.8125,2013,4.8888888,0,0,1040,2012,2012,1
1897.0637,.7870968,2009,5.3135524,,0,1042,0,,0
1897.0637,.7870968,2010,4.4232802,,0,1042,0,,0
1897.0637,.7870968,2011,4.5174603,,0,1042,0,,0
1897.0637,.7870968,2012,4.9677911,0,0,1042,0,,0
1897.0637,.7870968,2013,4.375,0,0,1042,0,,0
4964.9482,.89655173,2009,9.2990742,,0,1043,2012,2012,1
4964.9482,.89655173,2010,7.7742062,,0,1043,2012,2012,1
4964.9482,.89655173,2011,7.414021,,0,1043,2012,2012,1
4964.9482,.89655173,2012,8.4656744,7.71,7.71,1043,2012,2012,1
4964.9482,.89655173,2013,8.25,1.03,1.03,1043,2012,2012,1
2173.5508,.90677965,2009,6.2731061,,0,1044,2012,2012,1
2173.5508,.90677965,2010,5.1004391,,0,1044,2012,2012,1
2173.5508,.90677965,2011,5.2184525,,0,1044,2012,2012,1
2173.5508,.90677965,2012,5.5833335,.70999998,.70999998,1044,2012,2012,1
2173.5508,.90677965,2013,4.625,0,0,1044,2012,2012,1
4679.9712,.9710145,2009,13.253439,,0,1045,2012,2012,1
4679.9712,.9710145,2010,11.181878,,0,1045,2012,2012,1
4679.9712,.9710145,2011,10.969643,,0,1045,2012,2012,1
4679.9712,.9710145,2012,11.529437,2.9100001,2.9100001,1045,2012,2012,1
4679.9712,.9710145,2013,11,0,0,1045,2012,2012,1
2513.291,.87272727,2009,8.5268517,,0,1048,2012,2012,1
2513.291,.87272727,2010,7.5055556,,0,1048,2012,2012,1
2513.291,.87272727,2011,8.2787695,,0,1048,2012,2012,1
2513.291,.87272727,2012,9.4173403,3.9100001,3.9100001,1048,2012,2012,1
2513.291,.87272727,2013,7.875,.25,.25,1048,2012,2012,1
2256.3308,.7647059,2009,7.0112433,,0,1049,2012,2012,1
2256.3308,.7647059,2010,6.5082011,,0,1049,2012,2012,1
2256.3308,.7647059,2011,7.0720239,,0,1049,2012,2012,1
2256.3308,.7647059,2012,7.543098,4.5599999,4.5599999,1049,2012,2012,1
2256.3308,.7647059,2013,7.125,.2,.2,1049,2012,2012,1
1547.3218,.74111676,2009,6.2933202,,0,1050,2012,2012,1
1547.3218,.74111676,2010,5.0214286,,0,1050,2012,2012,1
1547.3218,.74111676,2011,5.2139549,,0,1050,2012,2012,1
1547.3218,.74111676,2012,5.7666664,4.5799999,4.5799999,1050,2012,2012,1
1547.3218,.74111676,2013,4.7142859,.51999998,.51999998,1050,2012,2012,1
1251.2601,.61434978,2009,5.9400463,,0,1051,2012,2012,1
1251.2601,.61434978,2010,4.9811687,,0,1051,2012,2012,1
1251.2601,.61434978,2011,5.1531744,,0,1051,2012,2012,1
1251.2601,.61434978,2012,5.5370369,.43000001,.43000001,1051,2012,2012,1
1251.2601,.61434978,2013,4.5,0,0,1051,2012,2012,1
1942.8724,.82550335,2009,6.1886573,,0,1052,2012,2012,1
1942.8724,.82550335,2010,5.030724,,0,1052,2012,2012,1
1942.8724,.82550335,2011,5.0946426,,0,1052,2012,2012,1
1942.8724,.82550335,2012,5.5111113,1.42,1.42,1052,2012,2012,1
1942.8724,.82550335,2013,4.625,.029999999,.029999999,1052,2012,2012,1
1689.0909,.76033056,2009,5.3782406,,0,1053,0,,0
1689.0909,.76033056,2010,4.7512989,,0,1053,0,,0
1689.0909,.76033056,2011,4.602447,,0,1053,0,,0
1689.0909,.76033056,2012,4.7830629,0,0,1053,0,,0
1689.0909,.76033056,2013,3.875,0,0,1053,0,,0
3332.9678,.78260869,2009,6.7361112,,0,1054,0,,0
3332.9678,.78260869,2010,5.7225528,,0,1054,0,,0
3332.9678,.78260869,2011,5.4076719,,0,1054,0,,0
3332.9678,.78260869,2012,5.6296296,0,0,1054,0,,0
3332.9678,.78260869,2013,4.375,0,0,1054,0,,0
2880.6086,.84615386,2009,5.0046296,,0,1056,0,,0
2880.6086,.84615386,2010,5.2331648,,0,1056,0,,0
2880.6086,.84615386,2011,4.7085319,,0,1056,0,,0
2880.6086,.84615386,2012,4.7205024,0,0,1056,0,,0
2880.6086,.84615386,2013,3.8,0,0,1056,0,,0
4408.125,.94366199,2009,7.064815,,0,1057,0,,0
4408.125,.94366199,2010,5.9437227,,0,1057,0,,0
4408.125,.94366199,2011,5.9763889,,0,1057,0,,0
4408.125,.94366199,2012,6.0436506,0,0,1057,0,,0
4408.125,.94366199,2013,5,0,0,1057,0,,0
2873.74,.86000001,2009,7.0138888,,0,1058,0,,0
2873.74,.86000001,2010,5.9196429,,0,1058,0,,0
2873.74,.86000001,2011,5.5733466,,0,1058,0,,0
2873.74,.86000001,2012,5.8167992,0,0,1058,0,,0
2873.74,.86000001,2013,4.8888888,0,0,1058,0,,0
2240.2361,.7518248,2009,7.8543983,,0,1060,0,,0
2240.2361,.7518248,2010,6.564899,,0,1060,0,,0
2240.2361,.7518248,2011,6.4164352,,0,1060,0,,0
2240.2361,.7518248,2012,6.8442459,0,0,1060,0,,0
2240.2361,.7518248,2013,5.8888888,0,0,1060,0,,0
8584.9697,.93333334,2009,10.955919,,0,1061,0,,0
8584.9697,.93333334,2010,9.0073595,,0,1061,0,,0
8584.9697,.93333334,2011,9.0319443,,0,1061,0,,0
8584.9697,.93333334,2012,9.7628965,0,0,1061,0,,0
8584.9697,.93333334,2013,8.333333,0,0,1061,0,,0
3152.8674,.91566265,2009,7.2972221,,0,1062,0,,0
3152.8674,.91566265,2010,6.1905003,,0,1062,0,,0
3152.8674,.91566265,2011,6.0427909,,0,1062,0,,0
3152.8674,.91566265,2012,6.0462961,0,0,1062,0,,0
3152.8674,.91566265,2013,4.7777777,0,0,1062,0,,0
2993.4363,.93617022,2009,6.4884262,,0,1063,0,,0
2993.4363,.93617022,2010,5.6163301,,0,1063,0,,0
2993.4363,.93617022,2011,5.8148146,,0,1063,0,,0
2993.4363,.93617022,2012,6.2805557,0,0,1063,0,,0
2993.4363,.93617022,2013,4.5555553,0,0,1063,0,,0
5273.6958,.93333334,2009,5.1967592,,0,1064,0,,0
5273.6958,.93333334,2010,4.750577,,0,1064,0,,0
5273.6958,.93333334,2011,4.935648,,0,1064,0,,0
5273.6958,.93333334,2012,5.3464284,0,0,1064,0,,0
5273.6958,.93333334,2013,3.4444444,0,0,1064,0,,0
3956.6619,.97058821,2009,6.0412035,,0,1065,0,,0
3956.6619,.97058821,2010,5.4359007,,0,1065,0,,0
3956.6619,.97058821,2011,5.6435184,,0,1065,0,,0
3956.6619,.97058821,2012,5.7406745,0,0,1065,0,,0
3956.6619,.97058821,2013,4.5555553,0,0,1065,0,,0
2866.1831,1,2009,6.198082,,0,1067,0,,0
2866.1831,1,2010,5.6113095,,0,1067,0,,0
2866.1831,1,2011,5.9129629,,0,1067,0,,0
2866.1831,1,2012,6.3680553,0,0,1067,0,,0
2866.1831,1,2013,5,0,0,1067,0,,0
9366.2646,.97058821,2009,10.277117,,0,1068,0,,0
9366.2646,.97058821,2010,8.1449499,,0,1068,0,,0
9366.2646,.97058821,2011,8.8981485,,0,1068,0,,0
9366.2646,.97058821,2012,9.2968254,0,0,1068,0,,0
9366.2646,.97058821,2013,7.8888888,0,0,1068,0,,0
2512.0974,.88073397,2009,6.5939817,,0,1069,0,,0
2512.0974,.88073397,2010,5.7300925,,0,1069,0,,0
2512.0974,.88073397,2011,5.1675925,,0,1069,0,,0
2512.0974,.88073397,2012,6.0902777,0,0,1069,0,,0
2512.0974,.88073397,2013,5.4444447,0,0,1069,0,,0
6430,.95238096,2009,5.7688494,,0,1070,0,,0
6430,.95238096,2010,5.6107802,,0,1070,0,,0
6430,.95238096,2011,4.9351854,,0,1070,0,,0
6430,.95238096,2012,5.8581347,0,0,1070,0,,0
6430,.95238096,2013,4.6666665,0,0,1070,0,,0
4623.9507,.98360658,2009,5.6981483,,0,1071,0,,0
4623.9507,.98360658,2010,5.176455,,0,1071,0,,0
4623.9507,.98360658,2011,5.0814815,,0,1071,0,,0
4623.9507,.98360658,2012,5.6805553,0,0,1071,0,,0
4623.9507,.98360658,2013,4.4444447,0,0,1071,0,,0
5788.1729,.98039216,2009,6.3531747,,0,1073,0,,0
5788.1729,.98039216,2010,5.7318125,,0,1073,0,,0
5788.1729,.98039216,2011,6.1097221,,0,1073,0,,0
5788.1729,.98039216,2012,6.5188494,0,0,1073,0,,0
5788.1729,.98039216,2013,5.5277777,0,0,1073,0,,0
2796.6736,.95789474,2009,6.2905092,,0,1074,0,,0
2796.6736,.95789474,2010,5.7479496,,0,1074,0,,0
2796.6736,.95789474,2011,5.8990741,,0,1074,0,,0
2796.6736,.95789474,2012,6.2757936,0,0,1074,0,,0
2796.6736,.95789474,2013,5.25,0,0,1074,0,,0
8108.606,.90625,2009,5.867394,,0,1075,0,,0
8108.606,.90625,2010,5.5106483,,0,1075,0,,0
8108.606,.90625,2011,6.0081019,,0,1075,0,,0
8108.606,.90625,2012,6.4345236,0,0,1075,0,,0
8108.606,.90625,2013,5.375,0,0,1075,0,,0
2803.6782,.93043476,2009,5.3805556,,0,1076,0,,0
2803.6782,.93043476,2010,4.766005,,0,1076,0,,0
2803.6782,.93043476,2011,4.8370371,,0,1076,0,,0
2803.6782,.93043476,2012,5.4146824,0,0,1076,0,,0
2803.6782,.93043476,2013,4.5,0,0,1076,0,,0
4203.6709,.97333336,2009,6.0734129,,0,1077,0,,0
4203.6709,.97333336,2010,5.3726854,,0,1077,0,,0
4203.6709,.97333336,2011,5.2564816,,0,1077,0,,0
4203.6709,.97333336,2012,6.5029583,0,0,1077,0,,0
4203.6709,.97333336,2013,5.375,0,0,1077,0,,0
3280.052,.97368419,2009,6.6033068,,0,1078,0,,0
3280.052,.97368419,2010,5.7929897,,0,1078,0,,0
3280.052,.97368419,2011,4.711442,,0,1078,0,,0
3280.052,.97368419,2012,6.6177249,0,0,1078,0,,0
3280.052,.97368419,2013,5.625,0,0,1078,0,,0
5102.4922,.8923077,2009,8.0935183,,0,1079,0,,0
5102.4922,.8923077,2010,6.9285712,,0,1079,0,,0
5102.4922,.8923077,2011,5.5129633,,0,1079,0,,0
5102.4922,.8923077,2012,7.4613094,0,0,1079,0,,0
5102.4922,.8923077,2013,5.875,0,0,1079,0,,0
3691.988,.87951809,2009,8.9045639,,0,1080,0,,0
3691.988,.87951809,2010,7.7060847,,0,1080,0,,0
3691.988,.87951809,2011,6.2978835,,0,1080,0,,0
3691.988,.87951809,2012,8.4226189,0,0,1080,0,,0
3691.988,.87951809,2013,7.1111112,0,0,1080,0,,0
2992.1633,.90816325,2009,7.9886246,,0,1081,0,,0
2992.1633,.90816325,2010,6.7208996,,0,1081,0,,0
2992.1633,.90816325,2011,5.4699073,,0,1081,0,,0
2992.1633,.90816325,2012,7.1498017,0,0,1081,0,,0
2992.1633,.90816325,2013,5.8888888,0,0,1081,0,,0
4749.0171,1,2009,5.8829365,,0,1083,0,,0
4749.0171,1,2010,5.083333,,0,1083,0,,0
4749.0171,1,2011,4.7400794,,0,1083,0,,0
4749.0171,1,2012,5.8263888,0,0,1083,0,,0
4749.0171,1,2013,4.75,0,0,1083,0,,0
13850,,2009,6.625926,,0,1084,0,,0
13850,,2010,5.6455026,,0,1084,0,,0
13850,,2011,4.5138888,,0,1084,0,,0
13850,,2012,6.1875,0,0,1084,0,,0
13850,,2013,5,0,0,1084,0,,0
4833.1816,.89090908,2009,7.6208997,,0,1085,0,,0
4833.1816,.89090908,2010,6.6446609,,0,1085,0,,0
4833.1816,.89090908,2011,6.4262567,,0,1085,0,,0
4833.1816,.89090908,2012,7.2740078,0,0,1085,0,,0
4833.1816,.89090908,2013,6,0,0,1085,0,,0
7695.2822,.92307693,2009,8.3900795,,0,1086,0,,0
7695.2822,.92307693,2010,7.8514552,,0,1086,0,,0
7695.2822,.92307693,2011,7.4027777,,0,1086,0,,0
7695.2822,.92307693,2012,7.8074675,0,0,1086,0,,0
7695.2822,.92307693,2013,6.4285712,0,0,1086,0,,0
3218.5667,.84269661,2009,7.2037039,,0,1087,0,,0
3218.5667,.84269661,2010,6.4060845,,0,1087,0,,0
3218.5667,.84269661,2011,6.0231481,,0,1087,0,,0
3218.5667,.84269661,2012,6.5081167,0,0,1087,0,,0
3218.5667,.84269661,2013,5.25,0,0,1087,0,,0
3174.5903,.81707317,2009,6.9430556,,0,1088,0,,0
3174.5903,.81707317,2010,6.3050265,,0,1088,0,,0
3174.5903,.81707317,2011,6.0714283,,0,1088,0,,0
3174.5903,.81707317,2012,6.2245369,0,0,1088,0,,0
3174.5903,.81707317,2013,4.7142859,0,0,1088,0,,0
3207.0938,.953125,2009,7.2862434,,0,1089,0,,0
3207.0938,.953125,2010,6.2177248,,0,1089,0,,0
3207.0938,.953125,2011,6.0717592,,0,1089,0,,0
3207.0938,.953125,2012,6.0684524,0,0,1089,0,,0
3207.0938,.953125,2013,4.8888888,0,0,1089,0,,0
3896.4546,.92207789,2009,6.4634261,,0,1090,0,,0
3896.4546,.92207789,2010,5.7244711,,0,1090,0,,0
3896.4546,.92207789,2011,5.2458334,,0,1090,0,,0
3896.4546,.92207789,2012,5.4593253,0,0,1090,0,,0
3896.4546,.92207789,2013,4.4444447,0,0,1090,0,,0
3650.0134,.9066667,2009,6.8624339,,0,1091,0,,0
3650.0134,.9066667,2010,6.1922078,,0,1091,0,,0
3650.0134,.9066667,2011,5.7597222,,0,1091,0,,0
3650.0134,.9066667,2012,5.8454366,0,0,1091,0,,0
3650.0134,.9066667,2013,4.75,0,0,1091,0,,0
2877.406,.88999999,2009,6.8837962,,0,1092,0,,0
2877.406,.88999999,2010,5.9345117,,0,1092,0,,0
2877.406,.88999999,2011,7.351356,,0,1092,0,,0
2877.406,.88999999,2012,6.8019838,0,0,1092,0,,0
2877.406,.88999999,2013,5.625,0,0,1092,0,,0
8757.6113,.91666669,2009,7.0745373,,0,1093,0,,0
8757.6113,.91666669,2010,6.1181817,,0,1093,0,,0
8757.6113,.91666669,2011,6.1690478,,0,1093,0,,0
8757.6113,.91666669,2012,6.3327022,0,0,1093,0,,0
8757.6113,.91666669,2013,5.6666665,0,0,1093,0,,0
3695.3501,1,2009,7.4865322,,0,1094,0,,0
3695.3501,1,2010,6.1042929,,0,1094,0,,0
3695.3501,1,2011,6.0499339,,0,1094,0,,0
3695.3501,1,2012,6.2512627,0,0,1094,0,,0
3695.3501,1,2013,5.1428571,0,0,1094,0,,0
1955.6104,.751634,2009,9.4908066,,0,1097,2012,2012,1
1955.6104,.751634,2010,8.0128365,,0,1097,2012,2012,1
1955.6104,.751634,2011,8.0498018,,0,1097,2012,2012,1
1955.6104,.751634,2012,8.5798941,1.27,1.27,1097,2012,2012,1
1955.6104,.751634,2013,6.5,0,0,1097,2012,2012,1
1594.193,.82456142,2009,8.0671291,,0,1098,2012,2012,1
1594.193,.82456142,2010,6.63272,,0,1098,2012,2012,1
1594.193,.82456142,2011,6.9085317,,0,1098,2012,2012,1
1594.193,.82456142,2012,7.2585859,2.53,2.53,1098,2012,2012,1
1594.193,.82456142,2013,5.8000002,.34999999,.34999999,1098,2012,2012,1
3258.4939,.91566265,2009,10.596429,,0,1099,0,,0
3258.4939,.91566265,2010,9.0937233,,0,1099,0,,0
3258.4939,.91566265,2011,9.0304232,,0,1099,0,,0
3258.4939,.91566265,2012,9.5926771,0,0,1099,0,,0
3258.4939,.91566265,2013,8.5,0,0,1099,0,,0
1652.9333,.78181821,2009,10.532474,,0,1100,0,,0
1652.9333,.78181821,2010,8.4584599,,0,1100,0,,0
1652.9333,.78181821,2011,8.796627,,0,1100,0,,0
1652.9333,.78181821,2012,8.7559347,0,0,1100,0,,0
1652.9333,.78181821,2013,7.8333335,0,0,1100,0,,0
4177.7539,.72881359,2009,11.411111,,0,1101,0,,0
4177.7539,.72881359,2010,9.2692404,,0,1101,0,,0
4177.7539,.72881359,2011,9.5722218,,0,1101,0,,0
4177.7539,.72881359,2012,9.6550922,0,0,1101,0,,0
4177.7539,.72881359,2013,10,0,0,1101,0,,0
2454.0361,.91891891,2009,9.9562502,,0,1102,0,,0
2454.0361,.91891891,2010,7.8795815,,0,1102,0,,0
2454.0361,.91891891,2011,8.055027,,0,1102,0,,0
2454.0361,.91891891,2012,8.2986107,0,0,1102,0,,0
2454.0361,.91891891,2013,7.3333335,0,0,1102,0,,0
3054.2478,.85840708,2009,6.7197089,,0,1103,0,,0
3054.2478,.85840708,2010,6.052393,,0,1103,0,,0
3054.2478,.85840708,2011,6.1750002,,0,1103,0,,0
3054.2478,.85840708,2012,6.7152777,0,0,1103,0,,0
3054.2478,.85840708,2013,5.5857143,0,0,1103,0,,0
1383.8817,.69306928,2009,7.9895506,,0,1104,0,,0
1383.8817,.69306928,2010,6.8273149,,0,1104,0,,0
1383.8817,.69306928,2011,6.8462963,,0,1104,0,,0
1383.8817,.69306928,2012,7.2024169,0,0,1104,0,,0
1383.8817,.69306928,2013,6.5999999,0,0,1104,0,,0
